sun|太阳
squires|<英>地主, 乡绅( squire的名词复数 )
slugfest|激烈殴斗
skidpan|<英>溜滑路, 试车场
slopwork|廉价成衣的裁制, 廉价成衣, 马虎草率的工作
splenoblast|[医] 成脾细胞
shreadhead|半山头
systematism|制度化, 体系化
stragglingly|脱离队伍地, 落后地
sunshiny|阳光照耀的, 向阳极好的, 晴朗的
swarthiness|黑黝黝
saltant|舞蹈的, 飞跃的, 跳跃的
sighs|叹息；手势；标记（sigh的复数）
sallowness|灰黄（形容肤色）；病态
scoon|[人名] 斯库恩
sidewalks|人行道( sidewalk的复数形式 )
seafoods|海产食品, 海鲜( seafood的复数形式 )
serpents|蛇( serpent的复数形式 ); 诱人犯错的人; 狡猾的人
squirely|乡绅(似)的,适合乡绅身份的
swooning|<文>昏厥, 昏倒( swoon的现在分词 )
serrano|(Serrano)人名；(英、意、西、葡)塞拉诺
slued|使（突然）转向, 使旋转( slue的过去分词 ); （突然）转向, 旋转
stooping|（尤指肩和背部）弯曲的
semiterete|半圆柱状的
salarying|给...加薪；给...薪水
scintillate|发出火花, 闪耀光芒
skylarked|云雀
semisecrecy|半秘密状态
sluggardness|懒惰
shader|著色器；着色程序
suppliance|恳求, 哀求
skepticize|<美> = scepticize
scopic|[计][修]视觉
symphyses|骨的愈合, 合生( symphysis的名词复数 )
supercluster|[天]超星系团
skinked|[脊椎] 石龙子；小蜥蜴
syndetic|连结的
skiametry|[医]视网膜镜检查,检影法,X线量测定法
settecento|<意> n.(意大利文学艺术史上的)18世纪
smirched|<正>弄脏, 玷污, 污辱( smirch的过去分词 )
synneurosis|[医] 韧带联合
shanti|亮丽人生（专辑名）
sacrodynia|[医] 骶[部]痛
scythes|（长柄）大镰刀( scythe的名词复数 )
stopway|停车道
spleened|【解剖学】脾脏；脾气；[废语]情感之源的器官
scentful|气味浓厚的, 嗅觉敏锐的
spininess|多刺, 尖刺状
spreadsheets|电子制表软件, 电子数据表( spreadsheet的复数形式 )
sloop|单桅帆船
scutiger|蚰蜒
smouldered|用文火焖烧, 熏烧, 慢燃( smoulder的过去式和过去分词 )
stigmatized|使受耻辱, 指责, 污辱( stigmatize的过去式和过去分词 )
sinistrously|sinistrous的变形
scaloppine|煎(或炒)小牛肉片
sextolet|六联音
sibilated|发出齿擦音, 咝咝作响( sibilate的过去分词 )
sidle|横着走, 悄悄贴近, 侧身而行
saccate|囊状的, 有囊的
sprite|小妖, 小鬼, 妖精
sarcosomal|sarcosome（肌粒）的变形
sipper|吸者, 饮者, 吸浆管
shiploads|(shipload 的复数) n. 船货, 大量
shiftlessly|shiftless的变形
scandalized|使震惊( scandalize的过去式和过去分词 ); 使…愤慨; 诽谤; 使…受耻辱
southernism|美国南部人特有的口音(或腔调)；美国南部人的风格(或举止、习惯、特性)
servantless|servant的变形
sopping|浑身湿透的
stotinki|保辅币
straightways|直线行进地；径直地, 直接地；= straightaway
silkweed|芳草属植物
saccharoidal|砂糖状结构的
swiftlet|东亚雨燕
sanserif|〈印〉无衬线字体
superposable|可置于上面的, [数]可重合的, 可叠合的
steradian|球面度(立体角单位), 立体弧度
squelcher|使对手哑口无言的话
scatterbrain|注意力不集中的人
sciaridae|[网络] 蕈蚋科；黑翅蕈蚋科；尖眼蕈蚊科
shoreside|岸的,岸上的,沿岸的,近岸的
secularist|现世主义者, 宗教与教育分离论者
spares|备件, 备品
subage|[地质]亚代
sclerogen|硬化原
sed|航天工程文献（Space Engineering Document）；光谱能量分布（Spectral Energy Distribution）
sorbefacient|促进吸收的, 吸收的, 吸附的
shending|侮辱
seaberry|小二仙草属植物
screaky|screak的变形
stunter|阻碍…的正常发育(或成长)：妨碍…的正常增长(或发展)；使停止(发育、发展等)：；阻止, 妨碍：
standouts|(standout 的复数) n. 杰出的人
sarong|莎笼(马来人服装), 围裙
soupfin|[医]油翅鲨
savouring|欣赏（某物）的味道或风味( savour的现在分词 )
stalwartness|stalwart的变形
scannable|可细察的,可校验的,能扫描的
samohu|乱丝树的木材
subjugal|[医] 颧骨下的
shakers|<非正>有影响的人士
spreadings|(spreading 的复数) [医] 摊开, 涂布
sightliness|sightly的变形
sprigtail|[鸟]针尾鸭
superadded|再加上, 添加( superadd的过去式和过去分词 )
steepens|（使）变得陡峭( steepen的第三人称单数 )
siwan|(历法)息汪月(即犹太教历3月,犹太国历9月,在公历5、6月间,共30天)
symbiont|共生者
scotomatous|[医] 暗点的
swims|熏鱼上附着的鳔
streng|[人名] 施特伦
snippy|暴躁的, 傲慢的
seminomata|seminoma的复数
sanitarium|疗养院, 休养地, 休养所, 疗养所
stanes|(stane 的复数) n., adj.& vt.<英格兰> = stone
spleenful|脾气坏的
sunn|柽麻
scad|竹荚鱼, 许多
sweetening|弄甜, 变甜, 甜味剂
stingers|讽刺者；好讽刺人的人；有刺的动物；鸡尾酒
staggeringly|难以置信地; 令人震惊地; 摇晃地; 蹒跚地
solicitously|热心地, 热切地
scleroscope|[机] 反跳硬度计
supradural|[医] 硬膜上的
signorino|少爷, 年轻男子
sanctionable|sanction的变形
scorepad|[体]记分簿
seaware|海草, 海藻
sedan|轿车, 轿子
surrebutter|(原告的)第三次辩驳
subuniverse|子底集
scug|<英俚>令人讨厌的家伙
spadroon|一种军刀
stromb|凤螺
superpolymer|高聚物
stradivarius|弦乐器(尤指斯特拉迪瓦里及其子制作的小提琴)
semitics|研究闪族语言、文学和文化之学
sebastian|塞巴斯蒂安（男子名）
sages|半自动地面防空系统（semi-automatic ground environment system）
shoed|shoe的过去式和过去分词
scarlatinal|[医] 猩红热的
sterlingly|sterling的变形
scot|摊派的款项, 税赋
septavalent|[化]七价的
spuming|（使）起泡沫( spume的现在分词 )
sporosac|[生]孢子囊
stethoscope|听诊器
stonewort|轮藻
simmered|炖, 慢煮( simmer的过去式和过去分词 ); 充满势将爆发的（怒气等）
suberose|似软木的, 软木质的
scape|[医] 柄节(昆虫)
subtreasurer|国库的分库 (subtreasury的变形)
seamiest|丑恶的( seamy的最高级 ); 污秽的; 有线缝的; （生活等的）丑陋的一面
sashing|腰带；肩带；饰带；框格
sulfite|亚硫酸盐
somasthenia|体无力, 疲惫
semidaily|& adj.每半天(的),每日两次(的)
stammeringly|stammering（口吃的）的变形
soundtracks|声道, 音带, 声迹( soundtrack的复数形式 )
sociometry|社会测量
synaesthetic|[生理][心]联觉的,牵连感觉的, 共同感觉的
sicklied|有病的, 苍白的；疾病流行的；令人作呕的
smasher|打碎者, 善于叩球者, 摔跟头, (非正式)出色的人, 使用假钞票者, 收买脏物者
sidewards|向旁边地
squabbish|有点胖的
seether|骚动者乐团
sparidae|[网络] 鲷科；鲷科鱼类；石鲈科
symptomatize|是...的症状, 表明
salpicon|(炸肉丸等的)肉鱼馅
schizophyta|[医] 裂殖菌类, 裂殖植物门
saggar|匣钵, 匣钵土
snipped|剪( snip的过去式和过去分词 )
salicylize|[医] 用水杨酸治疗
secondment|[法] 暂调, 调用
shinnery|茂密的矮树林； （美国西部或西南部的）矮栎植被
sorbite|富氮碳钛矿
surd|荒谬的, 无理数的, 不尽根的, 清音的
slavonic|斯拉夫的, 斯拉夫人的
sangh|(印度的)协会,联合会(尤指政治或劳工组织)
slapjack|一种薄饼, 一种纸牌戏
slabbery|潮湿的, 泥泞的
statfarad|[电] 静法拉
stakes|利益；赌注；风险（stake的复数）
showiest|引人注目的( showy的最高级 ); 过分装饰的, 太华丽的
slickness|光滑, 巧妙, 花言巧语
septonasal|[医] 鼻中隔的
skywriter|空中书法家
snatched|突然伸手拿取, 攫取, 抓住( snatch的过去式和过去分词 ); 抓紧时间做; 乘机获得; 夺去
superfrontal|[医] 额上的
sapotoxin|皂角毒苷
scaphander|软木救生圈
semasiology|语义学
sunbird|太阳鸟
separators|分离器
scours|[医] 家畜腹泻病
splenadenoma|[医] 脾髓增殖性脾大
sandix|(=sandyx)山迪克斯(颜料)
spermary|精巢, 精囊, 睾丸
sideflash|侧击雷; 侧面放电
sapphiric|像蓝宝石的,蓝宝石质的
stoper|[采矿]伸缩式凿岩机
spiracles|(spiracle 的复数) n. 呼吸孔, 气孔, 喷水孔
stellulate|小星形的, 象星形放射的, 布满星状物的
splake|<美><加拿大>[鱼]加拿大鳟
snaffle|马嚼子
spacial|空间的, 存在于空间的
slocker|落水洞
sororal|姐妹的
siccation|干燥作用
subpassage|更替继代接种
semiatheist|半无神论者
socialistic|社会主义的
slosh|泥泞, 溅泼声
sulfides|<化>硫化物( sulfide的名词复数 )
squirarchy|地主政治, 地主阶级
suppressants|(suppressant 的复数) [化] 抑制剂
shona|(pl.Shona, Shonas)修纳人(罗得西亚与邻近的莫桑比克的农民)
scoundrelism|卑鄙, 无赖
seljukian|赛尔柱王朝的, 塞尔柱王朝时代人的
seraphical|adj. 天使般的；纯洁的
scabridulous|微粗糙的
solstice|至, 至日, 至点, 极限, 决定性时刻
sulfo|磺基
silvertail|<澳新口>有钱人, 有权势的人
sciomachy|模拟战
spiderly|[网络] 蜘蛛侠
subcaudal|[解]尾下的
seamers|(seamer 的复数) 缝纫机[工]
snowing|下雪（snow的ing形式）
sweeteners|食糖( sweetener的复数形式 ); 糖精; 糖浆; 甜味剂
scutellarin|黄芩素
subproblem|[计] 子问题
stokehold|生火间, 炉前, 锅炉舱
sojourn|逗留, 旅居
subsidiarily|subsidiary（辅助的, 补充的）的变形
scenical|景色的, 风景的
seborrhoic|[医] 皮脂溢的
superacidity|过度酸性
subnarcotic|轻度麻醉性的
stenotherm|[生]狭温性生物
superduper|极出色的, 非常好的
somatology|躯体学, 身体学
suppository|栓剂
sugh|& vt.<主苏格兰> = sough
simoniac|买卖圣职者
sower|播种者, 播种机, 四下传播的人
silverize|给…镀银(或包银)；给…镀(或包)银色物; 使成银(白)色
septically|怀疑地
sexennium|六年期
supramundane|远离俗世的
subnetwork|[计] 子网络
sourest|(sour 的最高级) a. 酸的, 酸臭的, 发酵的, 愠怒的, 讨厌的, 拙劣的, 不健全的
sorbin|[生化]山梨糖
snapdragons|金鱼草( snapdragon的复数形式 )
sneakered|sneaker的变形
spareness|缺乏, 贫乏, 瘦弱
spumante|意大利苏打白葡萄酒
snowbird|雀科小鸟
soubriquet|绰号, 浑名
sirius|天狼星
syndactylia|[医] 并指[趾]
sprites|精灵（sprite的复数形式）
saltish|有点咸的
skylined|(skyline 的过去分词) n. 天涯, 地平线, 空中轮廓线
sonicated|(sonicate 的过去分词) [生化]n.(超)声波降解标本
surbase|柱基座线脚装饰
stillage|酿酒厂的放桶台, 釜馏物
sextants|（航海用的）六分仪( sextant的复数形式 )
sigillative|[医] 结瘢的
standby|可依靠的人, 被喜爱的食品, 备用品, 准备发报, 准备收报
synoecize|使联合成市(或社区)
sonsie|丰满的, 漂亮的, 惬意的, 舒适的, 和蔼的, 脾气好的, 温和的, 幸运的
sibship|[医] 血缘关系
systemics|(systemic 的复数) a. 系统的, 体系的, 全身的
somnolence|思睡, 困倦, 瞌睡, 嗜眠, 嗜眠症
syncaryon|[医] 受精核, 合核
spongeware|[总称](仿)海绵釉陶
sejeant|伸直前脚而坐的
slanderously|造谣中伤地, 诽谤地
sylphid|体态轻盈的少女
sweeny|肌肉萎缩
signeted|印；图章
semilune|半月形(物)
slaters|(slater 的复数) n. 石板瓦工, 铺石板者
sideway|小路, 人行道, 旁路
senatus|(古罗马的)元老院
scrubbing|[化] 洗涤
shiloh|夏伊洛（美国田纳西州一国家公园）
schizophyte|裂殖植物
stylishness|时髦；新式
scry|以水晶球算卦
stirabout|麦片(或玉米)粥, 吵闹, 活动分子
spittle|唾沫, 吐出的泡沫
scabrously|scabrous的变形
scapegoating|使成为替罪羊( scapegoat的现在分词 )
serricorn|锯角甲
sidled|悄悄地走, 偷偷地走近( sidle的过去式和过去分词 )
stodges|<英>易饱的不可口食物( stodge的名词复数 )
smegma|阴垢, 包皮垢
spinifugal|[医] 离脊髓的, 脊髓传出的
sandpapered|用砂纸磨光（某物）( sandpaper的过去式和过去分词 )
subemployed|就业不充分的,就业不足的
skanda|[网络] 陀；塞建陀；韦驮
smokepot|(产生烟幕的)发烟罐
stephanurus|[医] 冠线虫属
sensating|可感觉的；知觉的
sequel|继续, 续集, 后果
subdeaconate|(基督教的)副辅祭(或副助祭)职位,副执事职位
sloat|舞台布景升降机
subirrigate|用地下水灌溉, 通过地下多孔管道灌溉
stinting|限制, 节省（stint的现在分词形式）
soporose|迷睡的, 酣睡的
songsters|(songster 的复数) n. 歌手, 作曲者, 诗人, 鸣禽
solutes|(solute 的复数) n. 溶解物, 溶质
sheltering|掩蔽（shelter的现在分词形式）
superflux|溢出
saintship|圣徒的地位及品格
soco|Standard Oil Company OF California <美国>加利福尼亚美孚石油公司
suer|sue的变形
stranglers|压制者；扼杀者；阻气门
strums|（漫不经心地）弹（弦乐器）( strum的第三人称单数 ); （漫不经心地）弹拨
symbolising|(symbolise 的现在分词) vt. 象征, 代表, 作为...的象征
serpentary|蛇根马兜铃
spoonerism|首音互换
siblings|兄弟, 姐妹( sibling的复数形式 )
subunits|[计] 子单位；二级单位（subunit的复数）
scotoscope|[电] 增辉望远镜
stichomythic|stichomythia的变形
sacrotomy|[医] 骶骨[下部]切开术
sacerdotal|僧侣的, 祭司的, 祭司制度的
speers|[人名] [北爱尔兰人姓氏] 斯皮尔斯取自父名，来源于Speer,含义是“斯皮尔之子”(son of Speer); [地名] [加拿大] 斯皮尔斯
skycoach|(票价较低但不提供多种服务的)空中大客车,普通客机
shadowgram|[医] X线片
soochong|小种茶, 一种中国红茶
seakeeping|经得起海上风浪的
stalinist|斯大林主义者
sciagraph|X射线照片
sextuple|六倍的, 六重的, 由六个部分构成的
sallied|突围, 出发( sally的过去式和过去分词 )
simpletons|头脑简单的人, 傻子( simpleton的复数形式 )
seba|(Seba)人名；(土)塞巴；(英)西巴
sanctifies|使神圣( sanctify的第三人称单数 ); 洗清…的罪孽; 批准; 认可
syn|[计] 同步字符
sunni|〈伊斯兰〉逊尼派教徒
saplings|幼树, 树苗( sapling的复数形式 )
seabee|海军修建营成员
stadiometer|测[视]距仪
sulfhydryl|& n.<美> = sulphydryl
signorini|signorino的复数形
seriema|[动]叫鹤
seams|缝( seam的名词复数 ); （合在一起的两块木板等之间的）接缝; 层; 接口
steins|(stein 的复数) n. 啤酒杯
sunned|未晒黑的
spirometry|呼吸量测定法
suppers|晚饭, 晚餐( supper的复数形式 )
sols|(Sol 的复数) n. 溶胶, 索尔(秘鲁货币单位)
sussexite|硼锰矿
sexualized|使有性特征；使有性别
scabs|（伤口或疮口上所结的）痂( scab的名词复数 ); （植物的）斑点病; 拒不参加罢工的工人; 破坏罢工者
stromboid|(似)凤螺的
stalled|失速的
sincereness|真诚; 诚实
slummed|（因好奇而）逛贫民区（slum的过去式与过去分词形式）
streamlines|把…做成流线型( streamline的名词复数 ); 简化使效率更高; （系统、机构等）效率更高; （尤指）使增产节约
saur|[地名] [中国·哈萨克斯坦] 萨吾尔山
similarities|[ similarity ]的复数形式; 类似( similarity的复数形式 ); 相像性; 相仿性; 类似性
spewy|潮湿的,散发湿气的
sheered|避开, 突然转向( sheer的过去式和过去分词 )
soccage|农役租佃
squashily|squashy的变形
slovene|斯洛文尼亚人[语]
snoozes|小睡( snooze的名词复数 )
surprint|在(已印好的印刷物)上套加印新材料
sustains|维持( sustain的第三人称单数 ); 支撑; 忍受; 长期保持
snarled|（指狗）吠, 嗥叫, （人）咆哮( snarl的过去式和过去分词 ); 咆哮着说, 厉声地说
skittling|(skittle 的现在分词) n. 撞柱游戏的木柱
sangha|僧伽；（刚果）桑加地区；僧宝
syrtic|(似)流沙的
soph|<美口> = sophomore
smirches|<正>弄脏, 玷污, 污辱（smirch的第三人称单数形式）
slavs|斯拉夫人( Slav的名词复数 )
secohmmeter|电感计
streamlining|吝形化, 流线型化
spignet|美木
selina|塞琳娜（女子名）
stoped|在采矿场采矿( stope的过去式和过去分词 )
screwdrivers|螺丝刀( screwdriver的复数形式 ); 螺丝起子; 改锥; 伏特加橙汁鸡尾酒
skyward|向着天空, 向上
snorkeling|用通气管潜泳
sorbate|吸着物
spiritist|招魂术者,关亡人,巫师
statolatry|中央集权论
