phone|手机
pettifogging|讼棍的, 骗人的, 诡计多端的, 挑剔的, 诡辩的, 琐碎的, 微不足道的
prohibitor|禁止者, 阻止者
piedmontese|(意大利一行政区)皮埃蒙特[人,语]的
pyritic|硫化铁矿的
pagoda|宝塔
psilotaceae|[网络] 松叶蕨科；松叶兰科
proconsular|总督的
pythogenesis|腐生
pontoon|浮舟, 浮筒, 浮码头
pseudosalt|[化]假盐
pocosin|(美国东南部干草原中的)浅沼泽
paramyotonia|肌强直症
pyroxenoid|似辉石
pinckneya|[医] 苦疟树属
phosphoreted|含磷的
positrons|(positron 的复数) n. 正电子
phoenicite|红铬铅矿
participles|<语>分词( participle的复数形式 )
philtres|(philtre 的复数) n. 春药, 灵丹妙药
pulsed|脉冲的；跳动的；脉冲调制的
psychrophyte|高山寒土植物
puerpera|产妇
pageant|盛会, 游行, 虚饰, 露天表演
prized|被看作最有价值的
pointiest|有尖头的, 尖的( pointy的最高级 )
potstone|[矿](古时用以制作家用器皿的)粗皂石,不纯块滑石
prochoos|洗手瓶
punched|穿孔, 无孔的
possibilism|可能派信条( 或观点) , 可能主义
presbyope|老光者, 远视者, 老光眼者
pushbutton|按钮
proofer|印校样的人, 发面工人, 发面机
protophloem|[植]原生韧皮部
phylloidal|叶状的
perfectas|<美><加>（赛马或跑狗中的）正序连赢( perfecta的名词复数 )
processable|适合加工(或处理)的, 可加工(或处理) 的
pneumococcus|肺炎球菌
paramitome|丝间质, 透明质, 副原生质网
popish|天主教的
petalite|[地]透锂长石
prattle|小孩般说话, 闲聊, 胡说
photechy|[医] 辐射感应性
plowed|耕( plow的过去式和过去分词 ); 犁耕; 费力穿过
psychosexual|[医] 精神性欲的
paddled|涉水( paddle的过去式和过去分词 ); 趟水; 用桨划船; 用戒尺打（孩子）
parleyed|谈判；会谈
pneumothorax|气胸
pikeblenny|[医]梭？
pteridosperm|[植]种子蕨
panicky|恐慌的, 惊慌失措的
prosit|int. <拉> 恭喜, 祝成功, 祝健康
perimorph|[矿](包裹另一种矿物的)被壳矿物,包被矿物
pitied|同情, 怜悯( pity的过去式和过去分词 ); 觉得…可鄙
periportal|[医] 门静脉周的
phooey|interj. 呸、啐(表示轻视、厌恶)
psilotum|[网络] 松叶蕨属；松叶蕨的标本馆；裸蕨属
preexamine|预试[考], 预先检查
pigman|[人名] 皮格曼
polythelia|[医] 多乳头[畸形]
profundity|深度, 深奥, 深刻, 深厚
polypeptidic|polypeptide的变形
perula|[医]芽鳞
pelodytidae|钻泥蟾科
propjet|涡轮螺旋桨发动机, 涡轮螺旋桨式飞机
postnotum|后背板
prototrophy|原养型
pulmonaria|有肺类
pantalettes|宽松长裤, 灯笼裤
plumy|有羽毛的, 羽毛似的, 用羽毛装饰的
proroguing|使（议会）休会( prorogue的现在分词 )
pillowy|枕头般的, 柔软的
pectins|(pectin 的复数) n. 果胶
promittor|许愿星
pyrosmalite|[矿]热臭石
pandemics|（全国或全球性）流行病, 大流行病( pandemic的复数形式 )
presets|预先布置( preset的第三人称单数 ); 事先调整; 预先决定; 事先安排
pottiest|傻气的；微不足道的；着迷的；势利的 (potty的变形)
pacemaker|带步人, 标兵, 起搏器
persorption|[机] 吸混作用
pimped|拉皮条( pimp的过去式和过去分词 )
pelecypoda|[医] 斧足类
porc|Peralta Oaks Research Center 佩拉尔塔橡木研究中心; porcelain 陶瓷，瓷（的）
peewit|(=pewit)田凫, 田凫的鸣声
phytomer|[植]植物繁殖单位(如植物茎上的节等)
pozzuolana|火山灰(可用作水泥原料)
pikes|（昔日士兵用的）矛( pike的复数形式 ); 梭鱼, 狗鱼
preachily|preachy的变形
parcels|包裹( parcel的名词复数 ); 一块地
pursuits|追赶( pursuit的复数形式 ); 工作; 消遣; 嗜好
peregrinism|外来(词语), 模仿外语的表达法
pirozhki|[复]n.=piroshki
pugilism|拳击
palank|[人名] 帕兰克
pensived|哀思的；沉思的；忧郁的；令人伤感的
paniculate|有圆锥花序的
parkinsonism|震颤(性)麻痹, 帕金森神经机能障碍症
peneplane|准平原
proal|[医] 向前运动的
pencilled|用铅笔写的, 用画笔画的, 有彩色细纹的, 成束的
progeniture|子孙, 后裔
pentavalency|五价
pornography|色情描写, 黄色书刊, 色情画, 色情照片, 色情文学
pluggers|(plugger 的复数) n. 填塞物, 苦干的人, 宣传员
prosecutes|检举、告发某人( prosecute的第三人称单数 ); 对某人提起公诉; 继续从事（某事物）; 担任控方律师
pentathlete|参加五项运动的运动员
palindromes|回文（指顺读和倒读都一样的词语）( palindrome的复数形式 )
peases|豌豆
playbills|戏单（playbill的复数）
pilobolus|[医]水玉霉属
playmates|一起玩耍的朋友, 游戏的伙伴( playmate的复数形式 )
psychotoxic|(药等)对心理(或个性)有害的, 能引起精神病的
pudginess|pudgy的变形
pitanga|[地名] [巴西] 皮坦加
pseudoangina|[医]=pseudangina
pinky|带淡红色的, 比较激进的
pebbliest|多卵石的；有卵石花纹的 (pebbly的变形)
petaliform|花瓣状的
pupilarity|[律]童年期
porphyrine|紫菜碱
preessential|最本质的, 首要的
pulmonic|肺的, 肺炎的
prolificness|prolific的变形
pegbox|(弦乐器的)弦轴箱,栓斗
pronumber|累进数
philanthropy|慈善, 仁慈, 博爱, 慈善事业, 慈善机构(团体)
polyvalency|[医]多价（性）
propionyl|[化] 丙酰
prefectural|县的
phototonus|感光性, 光敏性, 光(性)紧张
phthalein|[化]酞(亦作phthaleine)
powerhouses|强大的集团[组织]( powerhouse的复数形式 ); 精力充沛的人, 身强力壮的人
pilch|尿布垫
physiatrics|物理疗法
photologist|光学家
pholad|海笋
pargana|=pergunnah[变体]
perihernial|[医] 疝周的
pyrrhotine|[化] 磁黄铁矿
patrilineal|父系的, 父子相传的
pinchfist|吝啬鬼, 守财奴
prescore|[电影]将(对话、音乐及音响效果等)作先期录音
peroxide|过氧化物
prorating|比例分配, 分派( prorate的现在分词 )
penalised|惩罚, 处罚；使…处于严重不利地位
premiate|<罕>给…授奖,奖励
pleometrosis|多蚁后
pyramidally|渐增地, 金字塔形地
poaceae|[网络] 禾本科；早熟禾科；早熟禾本科
pillaged|抢劫, 掠夺( pillage的过去式和过去分词 )
phantoscope|万花筒
prolabium|唇缘, 唇红缘
procedendo|[法] 强制判决令, 发还再审令
panegyrist|撰述赞词的人, 致颂词者
pyroligneous|焦木的, 干馏木材而得
patria|[法] 陪审团, 邻人, 近邻
procreating|生（儿、女）, 生育, 生殖( procreate的现在分词 )
pedipalps|(pedipalp 的复数) [医] 脚须(昆虫)
proctoptoma|[医] 直肠脱垂, 脱肛
pavis|(中世纪的防护全身的)大盾
plaisters|(plaister 的复数) n.& vt.<废>=plaster
penury|贫困, 贫穷, 拮据, 馈乏
postotic|听泡后方的
pyrethroid|[化]拟除虫菊酯,合成除虫菊酯
phytomonad|植鞭目的鞭毛虫
paronomasia|双关语, 俏皮话, 文字游戏
potamic|河流的, 江河的
petroleur|<法> n.用火油纵火的男子
param|[化] 氰胍
prognathism|[解]凸颌,凸颚
pathosis|病态
pinger|声脉冲发送器, 铃声定时器
pneumatogram|呼吸描记图
proavis|先鸟
polysepalous|[植]离萼(片)的,多萼(片)的
palleting|扁平木具(尤指瓦工用的抹子、刮铲等)；= palette (1.)
piragua|独木舟, 双桅平底船
palliator|掩饰罪过的人
plowback|<主美> = ploughback
poetical|诗的, 用诗写成的, 韵文的, 理想化了的
pampangan|[网络] 邦板牙语；卡片片甘语；邦板牙人
plancier|楼梯底面
practicalize|使实用；使可行
pugilist|拳击手
potbelly|大肚子, 大肚子的人, 圆火炉
perfidies|背信弃义, 背叛, 出卖( perfidy的名词复数 )
prowled|小心翼翼地移动( prowl的过去式和过去分词 ); 徘徊; （动物）潜行（为捕猎等）; 潜行（图谋不轨等）
punctatim|<拉>adv.逐点地
pugil|[医] 一撮, 一把
plasmoquin|[化] 帕马喹; 扑疟喹啉
princelings|(princeling 的复数) n. 小诸侯, 小公子
pedality|[网络] 结构性
punishing|令人精疲力竭的, 消耗体力的
pyongyang|平壤(朝鲜民主主义人民共和国首都)
puffier|膨胀的, 肿胀的( puffy的比较级 )
petasites|[网络] 蜂斗菜属；款冬属；蜂斗叶属
pigeongram|传书鸽传送的信
pacesetters|(pacesetter 的复数) n. 定速度者, 榜样, 标兵, 模范
parablast|副胚层
periodontium|[解]牙周组织(尤指牙周膜)
perimetry|[医]视野测量
phoning|打电话给（phone的ing形式）
planarian|涡虫, 真涡虫
preserver|保护者, 保存者, 防腐物, 防护物
pertussis|百日咳
peiping|北平
pericarp|果皮
phosphatide|[生化]磷脂
parrying|挡开, 避开, 闪开（打击、武器）( parry的现在分词 )
pasteurian|[网络] 巴斯德人
plantling|幼植物, 植物苗, 籽苗
pyrogenetic|[医] 热发生的
preadult|成年前的
pastille|香锭, 润喉糖锭
prospering|畅茂
pedaller|[网络] 左手专用瑞士军刀
pillorying|使受公众嘲笑( pillory的现在分词 ); 将…示众; <史>给…上颈手枷; 处…以枷刑
perpetuates|使永存（ perpetuate的第三人称 ）; 使持续
patas|Publications Automated Task Analysis System 出版物自动工作分析系统
productid|[网络] 产品编号；产品号；取得软件序列号
pikeperch|[鱼]鰤鲈, 梭鲈
prolicidal|[法] 杀婴的, 堕胎的
pyracene|匹拉省
photolyze|[化]vt.用光分解
palynologist|孢粉学家
pendragon|古代不列颠或威尔士的王侯,首领
protestants|新教徒（指16世纪脱离罗马天主教之基督教团体或后来由其形成的教派成员）( Protestant的复数形式 )
pseudopodium|假足, 虚足
peronate|被厚绒毛的
planished|压平；打平；（金属等的）精轧
popgun|玩具枪
pooler|[人名] 普勒
parasiticide|杀寄生物药, 驱虫剂
phlorol|[化] 邻乙基苯酚
paramorphia|[医] 形态异常
passerines|(passerine 的复数) a. 雀形目的
pinhook|针钩
plie|<法>下蹲，屈膝
primmer|循规蹈矩的( prim的比较级 ); 整洁的; （人）一本正经
piracies|海上抢劫( piracy的名词复数 ); 盗版行为, 非法复制
pilfered|偷窃（小东西）, 小偷( pilfer的过去式和过去分词 ); 偷窃（一般指小偷小摸）
piacular|赎罪的, 补过的, 有罪的, 邪恶的
praedium|[法] 土地, 不动产
pieridae|粉蝶科
pasteurise|用巴氏法对...消毒/灭菌, 用加热法将...消毒, 对...进行消毒/灭菌
poroscopy|毛孔印记检查
perfused|灌注( perfuse的过去式和过去分词 )
paraboloid|抛物面
papoose|(北美土人的)幼儿, 婴儿
planetoidal|planetoid的变形
pekoe|香红茶, 白毫茶
pascal|[计] PASCAL语言
phasmids|(phasmid 的复数) 尾觉器
procacity|鲁莽；急躁；易怒, 好动肝火
paraphonia|[医]声音复调, 声音异变
prominences|织物中凸起部分
protozoon|-zoa 原生动物
portrayals|画像( portrayal的复数形式 ); 描述; 描写; 描摹
palatogram|腭位图
pogonotrophy|蓄须
piastres|(piastre 的复数) [经] 披亚士特
proleptic|预期的, 预辩(法)的
partake|参与, 分担, 分享
polygenous|有许多种类或成分组成的
postpositive|置于词后的, 后缀的, 与前词结合的, 附加于另一词的
polianite|黝锰矿; 软锰矿
presbytery|长老住宅, 长老, 区会, 教区, 司祭席
permute|变更, 交换, 置换, 重新排列
protocercal|原尾
palmiped|蹼足的
psammophyte|[植]沙生植物
pretensions|自称( pretension的复数形式 ); 自命不凡; 要求; 权力
psilosis|脱发症
popover|膨松饼
principi|(Principi)人名；(意)普林奇皮
philtred|[药] 春药；催情药（等于philter）
preemptor|获优先购买权者,先取者
porraceous|葱绿的
postnuptial|结婚后的
paralogia|[医]论理倒错
popularising|(popularise 的现在分词) vt.vi. 使通俗化, 使受欢迎, 使大众化, 使普及, 宣传, 推广
peavy|钩棍
pinhold|孔
pygidium|[动]尾板, 臀板
partis|[医]（拉）部分，局部
postponed|& vi. 延期, 缓办, （使）延迟
pretended|假装的；虚假的
probes|探针( probe的名词复数 ); 探索; 探头; 探测仪
protease|朊酶, 蛋白酶
pentactinal|五放的
parabola|抛物线
prevails|获胜( prevail的第三人称单数 ); 盛行; 说服; （ 思想、观点等）被接受
paroxazine|[化] 对┭嗪; 1,4-氧氮苯; 1,4-氧氮杂苯
pleasurable|快乐的, 愉快的, 舒适的, 心情舒畅的
profiteering|谋取暴利, 投机倒把
pelican|鹈鹕鸟, 伽蓝鸟
peridiole|[植]小包
premundane|创世前的
precondemn|预定...有罪
penpusher|公务员; 办公室工作人员; 做笔头工作的人
patrolman|巡视者, 巡逻者, 巡警
ponton|平底船, 浮筒
prickling|针刺痛；针扎似的痛
planont|[生]活动孢子
phytotomy|植物解剖学
pachinko|弹球盘(日本一种类似于弹球的赌博游戏)
pentahedra|pentahedron的复数
preinvasive|[医](病变细胞等)侵袭前的,蔓延前的
pelmatic|[医] 足底的
poinciana|黄蝴蝶属 (Poinciana)植物
pimply|有丘疹的, 多脓疱的
presphenoid|[医] 蝶骨前部
piously|虔诚地
prothrombin|凝血酶原
prickleback|[医]剑齿？
pluriaxial|多轴的,[植]在次生枝上开花的
pileous|有毛的, 多毛的
paunches|腹, 瘤胃, 大肚子( paunch的复数形式 )
primigenial|原始型的
pythiaceae|[网络] 腐霉科；腐霉菌科；草苗立炫f菌科
pelted|（连续地）投掷( pelt的过去式和过去分词 ); 连续抨击; 攻击; 剥去…的皮
pediatrist|儿科医师
paleography|古文书, 古文书学
prolapse|脱出, 脱垂
physopoda|【昆虫】缨翅目[亦作 Thysanoptera]
picromerite|[矿]软钾镁矾
periacinal|[医] 腺泡周的
pertusion|穿孔
princock|<废> 花花公子, 纨袴子弟, 自高自大的人
pouffes|大坐垫
pyroxenes|(pyroxene 的复数) n.[矿]辉石
parataxis|并列, 并列结构
parcae|[复]n.[罗神]命运三女神
participable|可参与的,可分享的
pursiness|肥胖, 喘气
psychiater|精神病医师, 研究精神病之学者
pepperbox|胡椒粉盒, 急性子(的人)
preluder|前奏；序幕；前奏曲 (prelude的变形)
potbellied|大腹便便的, 大肚子的
polyisoprene|[化]聚异戊二烯
poshest|精美的( posh的最高级 ); 豪华的; 漂亮的; 时髦的
patrioteer|打着爱国的幌子而谋私利者
polka|波尔卡舞, 女用紧身短上衣
preservable|可保存的, 可保护的, 可保藏的
preggers|<英俚>怀孕的,怀胎的
prologize|作序言, 作开场白, 作序诗
parabomb|伞投炸弹,自动开伞空投器,带伞空投容器
pirouette|脚尖旋转, 快速旋转
pica|异食癖, 鹊, 12点活字
preamble|引言, 序文, 前言
pickaninny|黑人小孩, 澳大利亚土著小孩
preinform|预先通知,预先告知,使预先了解
peleus|[希神]珀琉斯(色萨利地方密尔弥冬人的国王,Achilles之父)
phantasmic|幻影的, 玄虚的, 幽灵的
parochialize|使地方化, 使眼界狭小
prickles|（动植物的）刺, 棘( prickle的名词复数 ); 刺痛感
predigesting|预先消化, 简化( predigest的现在分词 )
potawatomi|帕塔瓦米语；美国帕塔瓦米族印第安人
piazzas|广场, 市场( piazza的名词复数 )
panhellenism|泛希腊主义
primely|很好地
pand|panderazo (Spanish=blow struck with a tambourine) （西班牙语）用铃鼓打出节奏; panderetero (Spanish=tambourine maker or player) （西班牙语）铃鼓制造者; pandero (Spanish=tambourine) （西班牙语）小手鼓; 帐沿
pantomimical|pantomime的变形
picturephone|电视电话,可视电话[商标名]
pomaded|涂以润发油( pomade的过去式和过去分词 )
porphyrize|把…粉碎,把…研细
polygonia|[网络] 钩蛱蝶属
platycnemia|扁胫骨
prorogues|使（议会）休会( prorogue的第三人称单数 )
protean|千变万化的, 变化不定的, (海神)普罗透斯的
punchers|(puncher 的复数) n. 电报凿孔机, 冲床工, 钻床工, (非正式)报务员, 牧人
pufferies|吹捧, 鼓吹, 吹捧的广告( puffery的名词复数 )
provoking|令人生气的, 使人愤怒的, 难熬的
psychoneural|[医]精神神经的, 心理神经的
puzzlingly|使迷惑地, 莫明其妙地
prewash|预洗
perfuses|灌注；洒遍；散布
prewarming|预热, 预加温
plegaphonia|叩喉听诊法
parentage|出身, 血统, 门第, 起源
parroted|机械地重复( parrot的过去式和过去分词 ); 鹦鹉学舌
priors|（大修道院）副院长( prior的复数形式 ); （隐修院）会长; （小隐修院）上司; （中世纪佛罗伦萨及其他意大利共和国的）最高执政官
pelobatidae|锄足蟾科
pouf|蒲团, 厚坐垫
phyllium|[网络] 如叶
pinnigrade|& n.用鳍(或鳍状肢)行走的(动物)
pileum|鸟冠(指鸟类头顶)
